title,body,rating,clean_title,clean_body,review_text,title_cleaned,body_cleaned,title_tokens,body_tokens,language,mixed_language,transliteration
Good phone,The battery life on this phone is very good and the fingerprint reader being on the lock button is handy too.The camera shutter speed along with the speed on focusing is not the fastest but can be overlooked if camera specs is not a focused topic while buying the phone.,5,good phone,the battery life on this phone is very good and the fingerprint reader being on the lock button is handy too the camera shutter speed along with the speed on focusing is not the fastest but can be overlooked if camera specs is not a focused topic while buying the phone,good phone the battery life on this phone is very good and the fingerprint reader being on the lock button is handy too the camera shutter speed along with the speed on focusing is not the fastest but can be overlooked if camera specs is not a focused topic while buying the phone,good phone,the battery life on this phone is very good and the fingerprint reader being on the lock button is handy too the camera shutter speed along with the speed on focusing is not the fastest but can be overlooked if camera specs is not a focused topic while buying the phone,"['good', 'phone']","['the', 'battery', 'life', 'on', 'this', 'phone', 'is', 'very', 'good', 'and', 'the', 'fingerprint', 'reader', 'being', 'on', 'the', 'lock', 'button', 'is', 'handy', 'too', 'the', 'camera', 'shutter', 'speed', 'along', 'with', 'the', 'speed', 'on', 'focusing', 'is', 'not', 'the', 'fastest', 'but', 'can', 'be', 'overlooked', 'if', 'camera', 'specs', 'is', 'not', 'a', 'focused', 'topic', 'while', 'buying', 'the', 'phone']",en,Single,No
Can't play PUBG in gyroscope mode.,"The product is third class, it doesn't capture photo after focusing, camera focus is wrost and images are also not good as I was expecting. I'm literally not at all happy with this Samsung mobile. It also doesn't have gyroscope sensor, you can't play PUBG in gyroscope mode.",1,can t play pubg in gyroscope mode,the product is third class it doesn t capture photo after focusing camera focus is wrost and images are also not good as i was expecting i m literally not at all happy with this samsung mobile it also doesn t have gyroscope sensor you can t play pubg in gyroscope mode,can t play pubg in gyroscope mode the product is third class it doesn t capture photo after focusing camera focus is wrost and images are also not good as i was expecting i m literally not at all happy with this samsung mobile it also doesn t have gyroscope sensor you can t play pubg in gyroscope mode,can t play pubg in gyroscope mode,the product is third class it doesn t capture photo after focusing camera focus is wrost and images are also not good as i was expecting i m literally not at all happy with this samsung mobile it also doesn t have gyroscope sensor you can t play pubg in gyroscope mode,"['can', 't', 'play', 'pubg', 'in', 'gyroscope', 'mode']","['the', 'product', 'is', 'third', 'class', 'it', 'doesn', 't', 'capture', 'photo', 'after', 'focusing', 'camera', 'focus', 'is', 'wrost', 'and', 'images', 'are', 'also', 'not', 'good', 'as', 'i', 'was', 'expecting', 'i', 'm', 'literally', 'not', 'at', 'all', 'happy', 'with', 'this', 'samsung', 'mobile', 'it', 'also', 'doesn', 't', 'have', 'gyroscope', 'sensor', 'you', 'can', 't', 'play', 'pubg', 'in', 'gyroscope', 'mode']",en,Single,No
Best phone in its segment,"I like it's Battery performance and overall build up quality. Camera performance is also better. Frankly speaking, I could not find any reason in last one month to dislike it.Though, it's a heavier but it is well-known for 6K mAH battery.",5,best phone in its segment,i like it s battery performance and overall build up quality camera performance is also better frankly speaking i could not find any reason in last one month to dislike it though it s a heavier but it is well known for 6k mah battery,best phone in its segment i like it s battery performance and overall build up quality camera performance is also better frankly speaking i could not find any reason in last one month to dislike it though it s a heavier but it is well known for 6k mah battery,best phone in its segment,i like it s battery performance and overall build up quality camera performance is also better frankly speaking i could not find any reason in last one month to dislike it though it s a heavier but it is well known for 6k mah battery,"['best', 'phone', 'in', 'its', 'segment']","['i', 'like', 'it', 's', 'battery', 'performance', 'and', 'overall', 'build', 'up', 'quality', 'camera', 'performance', 'is', 'also', 'better', 'frankly', 'speaking', 'i', 'could', 'not', 'find', 'any', 'reason', 'in', 'last', 'one', 'month', 'to', 'dislike', 'it', 'though', 'it', 's', 'a', 'heavier', 'but', 'it', 'is', 'well', 'known', 'for', '6k', 'mah', 'battery']",en,Single,No
Camera is worst in this price segment,"Didn't like the camera for the price paid, in this price or less than that we can buy redmi 7 or any others which gives more better camera quality, it has 3camera but useless of having 3 camera. Camera quality is like a local phone camera.",2,camera is worst in this price segment,didn t like the camera for the price paid in this price or less than that we can buy redmi 7 or any others which gives more better camera quality it has 3camera but useless of having 3 camera camera quality is like a local phone camera,camera is worst in this price segment didn t like the camera for the price paid in this price or less than that we can buy redmi 7 or any others which gives more better camera quality it has 3camera but useless of having 3 camera camera quality is like a local phone camera,camera is worst in this price segment,didn t like the camera for the price paid in this price or less than that we can buy redmi 7 or any others which gives more better camera quality it has 3camera but useless of having 3 camera camera quality is like a local phone camera,"['camera', 'is', 'worst', 'in', 'this', 'price', 'segment']","['didn', 't', 'like', 'the', 'camera', 'for', 'the', 'price', 'paid', 'in', 'this', 'price', 'or', 'less', 'than', 'that', 'we', 'can', 'buy', 'redmi', '7', 'or', 'any', 'others', 'which', 'gives', 'more', 'better', 'camera', 'quality', 'it', 'has', '3camera', 'but', 'useless', 'of', 'having', '3', 'camera', 'camera', 'quality', 'is', 'like', 'a', 'local', 'phone', 'camera']",en,Single,No
Value for money go for it.,Overall experience for using this phone is good as under this budget you received nice phone with massive battery backup though camera quality is not up to Mark which I believe but overall phone is good you can buy it.,4,value for money go for it,overall experience for using this phone is good as under this budget you received nice phone with massive battery backup though camera quality is not up to mark which i believe but overall phone is good you can buy it,value for money go for it overall experience for using this phone is good as under this budget you received nice phone with massive battery backup though camera quality is not up to mark which i believe but overall phone is good you can buy it,value for money go for it,overall experience for using this phone is good as under this budget you received nice phone with massive battery backup though camera quality is not up to mark which i believe but overall phone is good you can buy it,"['value', 'for', 'money', 'go', 'for', 'it']","['overall', 'experience', 'for', 'using', 'this', 'phone', 'is', 'good', 'as', 'under', 'this', 'budget', 'you', 'received', 'nice', 'phone', 'with', 'massive', 'battery', 'backup', 'though', 'camera', 'quality', 'is', 'not', 'up', 'to', 'mark', 'which', 'i', 'believe', 'but', 'overall', 'phone', 'is', 'good', 'you', 'can', 'buy', 'it']",en,Single,No
Light for pocket but heavy to carry,"1. Good quality in this price.2. Everything is monster and it's great.3. It hangs many times, even when I don't have any data.4. It's really heavy to use.5. Face and fingerprint reader are slow.",3,light for pocket but heavy to carry,1 good quality in this price 2 everything is monster and it s great 3 it hangs many times even when i don t have any data 4 it s really heavy to use 5 face and fingerprint reader are slow,light for pocket but heavy to carry 1 good quality in this price 2 everything is monster and it s great 3 it hangs many times even when i don t have any data 4 it s really heavy to use 5 face and fingerprint reader are slow,light for pocket but heavy to carry,1 good quality in this price 2 everything is monster and it s great 3 it hangs many times even when i don t have any data 4 it s really heavy to use 5 face and fingerprint reader are slow,"['light', 'for', 'pocket', 'but', 'heavy', 'to', 'carry']","['1', 'good', 'quality', 'in', 'this', 'price', '2', 'everything', 'is', 'monster', 'and', 'it', 's', 'great', '3', 'it', 'hangs', 'many', 'times', 'even', 'when', 'i', 'don', 't', 'have', 'any', 'data', '4', 'it', 's', 'really', 'heavy', 'to', 'use', '5', 'face', 'and', 'fingerprint', 'reader', 'are', 'slow']",en,Single,No
Very disappointed from Samsung,Very disappointed the voice calling features was terrible.....earpiece is very bad ...I was not able to hear the other person voice by putting phone in loudspeaker and when I exchange phone the problem was the other person on phone was not able to hear my voice,2,very disappointed from samsung,very disappointed the voice calling features was terrible earpiece is very bad i was not able to hear the other person voice by putting phone in loudspeaker and when i exchange phone the problem was the other person on phone was not able to hear my voice,very disappointed from samsung very disappointed the voice calling features was terrible earpiece is very bad i was not able to hear the other person voice by putting phone in loudspeaker and when i exchange phone the problem was the other person on phone was not able to hear my voice,very disappointed from samsung,very disappointed the voice calling features was terrible earpiece is very bad i was not able to hear the other person voice by putting phone in loudspeaker and when i exchange phone the problem was the other person on phone was not able to hear my voice,"['very', 'disappointed', 'from', 'samsung']","['very', 'disappointed', 'the', 'voice', 'calling', 'features', 'was', 'terrible', 'earpiece', 'is', 'very', 'bad', 'i', 'was', 'not', 'able', 'to', 'hear', 'the', 'other', 'person', 'voice', 'by', 'putting', 'phone', 'in', 'loudspeaker', 'and', 'when', 'i', 'exchange', 'phone', 'the', 'problem', 'was', 'the', 'other', 'person', 'on', 'phone', 'was', 'not', 'able', 'to', 'hear', 'my', 'voice']",en,Single,No
Writing this review after the usage of over a month.,"-Front camera is poor.-Battery life is good for average usage.-Finger print - i wont say slow but not that fast (tht issues i guess is with all samsung devices)- the major issue is with network reception, you cant hear the other person on the call clearly",2,writing this review after the usage of over a month,front camera is poor battery life is good for average usage finger print i wont say slow but not that fast tht issues i guess is with all samsung devices the major issue is with network reception you cant hear the other person on the call clearly,writing this review after the usage of over a month front camera is poor battery life is good for average usage finger print i wont say slow but not that fast tht issues i guess is with all samsung devices the major issue is with network reception you cant hear the other person on the call clearly,writing this review after the usage of over a month,front camera is poor battery life is good for average usage finger print i wont say slow but not that fast tht issues i guess is with all samsung devices the major issue is with network reception you cant hear the other person on the call clearly,"['writing', 'this', 'review', 'after', 'the', 'usage', 'of', 'over', 'a', 'month']","['front', 'camera', 'is', 'poor', 'battery', 'life', 'is', 'good', 'for', 'average', 'usage', 'finger', 'print', 'i', 'wont', 'say', 'slow', 'but', 'not', 'that', 'fast', 'tht', 'issues', 'i', 'guess', 'is', 'with', 'all', 'samsung', 'devices', 'the', 'major', 'issue', 'is', 'with', 'network', 'reception', 'you', 'cant', 'hear', 'the', 'other', 'person', 'on', 'the', 'call', 'clearly']",en,Single,No
Dont buy this go for another one,Too much heat and mic having issues... our voice not clear to others... my suggestion go ro redmi 9 power. i purchased both. that is better than this. other this go for any one better,1,dont buy this go for another one,too much heat and mic having issues our voice not clear to others my suggestion go ro redmi 9 power i purchased both that is better than this other this go for any one better,dont buy this go for another one too much heat and mic having issues our voice not clear to others my suggestion go ro redmi 9 power i purchased both that is better than this other this go for any one better,dont buy this go for another one,too much heat and mic having issues our voice not clear to others my suggestion go ro redmi 9 power i purchased both that is better than this other this go for any one better,"['dont', 'buy', 'this', 'go', 'for', 'another', 'one']","['too', 'much', 'heat', 'and', 'mic', 'having', 'issues', 'our', 'voice', 'not', 'clear', 'to', 'others', 'my', 'suggestion', 'go', 'ro', 'redmi', '9', 'power', 'i', 'purchased', 'both', 'that', 'is', 'better', 'than', 'this', 'other', 'this', 'go', 'for', 'any', 'one', 'better']",en,Single,No
Waste of money,I purchased it from 2 months ago from my savings for a good phone but it's to bad and worst Mobile I suggest no body to purchased it mobile phone display was automatically off it  and phones is on display quality is worst and know service center was refused to change my phone,4,waste of money,i purchased it from 2 months ago from my savings for a good phone but it s to bad and worst mobile i suggest no body to purchased it mobile phone display was automatically off it and phones is on display quality is worst and know service center was refused to change my phone,waste of money i purchased it from 2 months ago from my savings for a good phone but it s to bad and worst mobile i suggest no body to purchased it mobile phone display was automatically off it and phones is on display quality is worst and know service center was refused to change my phone,waste of money,i purchased it from 2 months ago from my savings for a good phone but it s to bad and worst mobile i suggest no body to purchased it mobile phone display was automatically off it and phones is on display quality is worst and know service center was refused to change my phone,"['waste', 'of', 'money']","['i', 'purchased', 'it', 'from', '2', 'months', 'ago', 'from', 'my', 'savings', 'for', 'a', 'good', 'phone', 'but', 'it', 's', 'to', 'bad', 'and', 'worst', 'mobile', 'i', 'suggest', 'no', 'body', 'to', 'purchased', 'it', 'mobile', 'phone', 'display', 'was', 'automatically', 'off', 'it', 'and', 'phones', 'is', 'on', 'display', 'quality', 'is', 'worst', 'and', 'know', 'service', 'center', 'was', 'refused', 'to', 'change', 'my', 'phone']",en,Single,No
Samsung - Please help.... Damaged Product... 7 day exchange / return is BS....,The audio speaker is not working since beginning. Didn't notice since was using headphones most of the times (Purchase Date: 2nd April).  It's impossible to take calls without headphone or loudspeaker as the audio output slot is not functional at all!! Samsung please help!!,1,samsung please help damaged product 7 day exchange return is bs,the audio speaker is not working since beginning didn t notice since was using headphones most of the times purchase date 2nd april it s impossible to take calls without headphone or loudspeaker as the audio output slot is not functional at all samsung please help,samsung please help damaged product 7 day exchange return is bs the audio speaker is not working since beginning didn t notice since was using headphones most of the times purchase date 2nd april it s impossible to take calls without headphone or loudspeaker as the audio output slot is not functional at all samsung please help,samsung please help damaged product 7 day exchange return is bs,the audio speaker is not working since beginning didn t notice since was using headphones most of the times purchase date 2nd april it s impossible to take calls without headphone or loudspeaker as the audio output slot is not functional at all samsung please help,"['samsung', 'please', 'help', 'damaged', 'product', '7', 'day', 'exchange', 'return', 'is', 'bs']","['the', 'audio', 'speaker', 'is', 'not', 'working', 'since', 'beginning', 'didn', 't', 'notice', 'since', 'was', 'using', 'headphones', 'most', 'of', 'the', 'times', 'purchase', 'date', '2nd', 'april', 'it', 's', 'impossible', 'to', 'take', 'calls', 'without', 'headphone', 'or', 'loudspeaker', 'as', 'the', 'audio', 'output', 'slot', 'is', 'not', 'functional', 'at', 'all', 'samsung', 'please', 'help']",en,Single,No
Battery Monster,Camera is good.90 HZ refresh rate. Smooth performance.Screen quality is good.Battery backup is great.Overall Good Smart phone.,5,battery monster,camera is good 90 hz refresh rate smooth performance screen quality is good battery backup is great overall good smart phone,battery monster camera is good 90 hz refresh rate smooth performance screen quality is good battery backup is great overall good smart phone,battery monster,camera is good 90 hz refresh rate smooth performance screen quality is good battery backup is great overall good smart phone,"['battery', 'monster']","['camera', 'is', 'good', '90', 'hz', 'refresh', 'rate', 'smooth', 'performance', 'screen', 'quality', 'is', 'good', 'battery', 'backup', 'is', 'great', 'overall', 'good', 'smart', 'phone']",en,Single,No
A big no,The camera is not good! I have Redmi note 7 pro which is also 48mp but has a batter camera!The phone is very huge it is very heavy and fatIt should be slim!!I didn't liked it at all,5,a big no,the camera is not good i have redmi note 7 pro which is also 48mp but has a batter camera the phone is very huge it is very heavy and fatit should be slim i didn t liked it at all,a big no the camera is not good i have redmi note 7 pro which is also 48mp but has a batter camera the phone is very huge it is very heavy and fatit should be slim i didn t liked it at all,a big no,the camera is not good i have redmi note 7 pro which is also 48mp but has a batter camera the phone is very huge it is very heavy and fatit should be slim i didn t liked it at all,"['a', 'big', 'no']","['the', 'camera', 'is', 'not', 'good', 'i', 'have', 'redmi', 'note', '7', 'pro', 'which', 'is', 'also', '48mp', 'but', 'has', 'a', 'batter', 'camera', 'the', 'phone', 'is', 'very', 'huge', 'it', 'is', 'very', 'heavy', 'and', 'fatit', 'should', 'be', 'slim', 'i', 'didn', 't', 'liked', 'it', 'at', 'all']",en,Single,No
Superior Speakers and amazing sound clarity,I am really impressed with the speaker sound quality and voice clarity during calls. The camera is also good although I have not had a chance to use it much as there is not lot of going out nowadays.,5,superior speakers and amazing sound clarity,i am really impressed with the speaker sound quality and voice clarity during calls the camera is also good although i have not had a chance to use it much as there is not lot of going out nowadays,superior speakers and amazing sound clarity i am really impressed with the speaker sound quality and voice clarity during calls the camera is also good although i have not had a chance to use it much as there is not lot of going out nowadays,superior speakers and amazing sound clarity,i am really impressed with the speaker sound quality and voice clarity during calls the camera is also good although i have not had a chance to use it much as there is not lot of going out nowadays,"['superior', 'speakers', 'and', 'amazing', 'sound', 'clarity']","['i', 'am', 'really', 'impressed', 'with', 'the', 'speaker', 'sound', 'quality', 'and', 'voice', 'clarity', 'during', 'calls', 'the', 'camera', 'is', 'also', 'good', 'although', 'i', 'have', 'not', 'had', 'a', 'chance', 'to', 'use', 'it', 'much', 'as', 'there', 'is', 'not', 'lot', 'of', 'going', 'out', 'nowadays']",en,Single,No
100% original product,Superb excellent deliveryNo damageAll over agin good and excellent100% originale product,5,100 original product,superb excellent deliveryno damageall over agin good and excellent100 originale product,100 original product superb excellent deliveryno damageall over agin good and excellent100 originale product,100 original product,superb excellent deliveryno damageall over agin good and excellent100 originale product,"['100', 'original', 'product']","['superb', 'excellent', 'deliveryno', 'damageall', 'over', 'agin', 'good', 'and', 'excellent100', 'originale', 'product']",en,Single,No
My experience on Samsung M12,"This phone is better than Chinese phone in the budget. No blotware,no hang, time to time updates, camera is up to average, battery life reliable, side finger sensor working good and all features are good. 👌🇮🇳 👍At the time no issues.",5,my experience on samsung m12,this phone is better than chinese phone in the budget no blotware no hang time to time updates camera is up to average battery life reliable side finger sensor working good and all features are good at the time no issues,my experience on samsung m12 this phone is better than chinese phone in the budget no blotware no hang time to time updates camera is up to average battery life reliable side finger sensor working good and all features are good at the time no issues,my experience on samsung m12,this phone is better than chinese phone in the budget no blotware no hang time to time updates camera is up to average battery life reliable side finger sensor working good and all features are good at the time no issues,"['my', 'experience', 'on', 'samsung', 'm12']","['this', 'phone', 'is', 'better', 'than', 'chinese', 'phone', 'in', 'the', 'budget', 'no', 'blotware', 'no', 'hang', 'time', 'to', 'time', 'updates', 'camera', 'is', 'up', 'to', 'average', 'battery', 'life', 'reliable', 'side', 'finger', 'sensor', 'working', 'good', 'and', 'all', 'features', 'are', 'good', 'at', 'the', 'time', 'no', 'issues']",en,Single,No
Best in budget,"This is probably the best budget phone, you won't get a phone with such good features for just 11k, I got it montha ago everything is working well, charged it only once. Good one from Samsung.Good work by Amazon too for quick delivery .",5,best in budget,this is probably the best budget phone you won t get a phone with such good features for just 11k i got it montha ago everything is working well charged it only once good one from samsung good work by amazon too for quick delivery,best in budget this is probably the best budget phone you won t get a phone with such good features for just 11k i got it montha ago everything is working well charged it only once good one from samsung good work by amazon too for quick delivery,best in budget,this is probably the best budget phone you won t get a phone with such good features for just 11k i got it montha ago everything is working well charged it only once good one from samsung good work by amazon too for quick delivery,"['best', 'in', 'budget']","['this', 'is', 'probably', 'the', 'best', 'budget', 'phone', 'you', 'won', 't', 'get', 'a', 'phone', 'with', 'such', 'good', 'features', 'for', 'just', '11k', 'i', 'got', 'it', 'montha', 'ago', 'everything', 'is', 'working', 'well', 'charged', 'it', 'only', 'once', 'good', 'one', 'from', 'samsung', 'good', 'work', 'by', 'amazon', 'too', 'for', 'quick', 'delivery']",en,Single,No
Stopped working from the 3rd day,"The phone got switched off on the 3rd day of purchase, Amazon service had come for Mobile inspection but did not anything after that. The phone is not working and Amazon has not provided any response about that.  Kindly return or exchange the phone",1,stopped working from the 3rd day,the phone got switched off on the 3rd day of purchase amazon service had come for mobile inspection but did not anything after that the phone is not working and amazon has not provided any response about that kindly return or exchange the phone,stopped working from the 3rd day the phone got switched off on the 3rd day of purchase amazon service had come for mobile inspection but did not anything after that the phone is not working and amazon has not provided any response about that kindly return or exchange the phone,stopped working from the 3rd day,the phone got switched off on the 3rd day of purchase amazon service had come for mobile inspection but did not anything after that the phone is not working and amazon has not provided any response about that kindly return or exchange the phone,"['stopped', 'working', 'from', 'the', '3rd', 'day']","['the', 'phone', 'got', 'switched', 'off', 'on', 'the', '3rd', 'day', 'of', 'purchase', 'amazon', 'service', 'had', 'come', 'for', 'mobile', 'inspection', 'but', 'did', 'not', 'anything', 'after', 'that', 'the', 'phone', 'is', 'not', 'working', 'and', 'amazon', 'has', 'not', 'provided', 'any', 'response', 'about', 'that', 'kindly', 'return', 'or', 'exchange', 'the', 'phone']",en,Single,No
Not hppy,2nd day my handset dead it’s not working I don’t hav word to say I m been scared to buy Samsung’s  cellphone nowI m sorry to say Samsung,1,not hppy,2nd day my handset dead it s not working i don t hav word to say i m been scared to buy samsung s cellphone nowi m sorry to say samsung,not hppy 2nd day my handset dead it s not working i don t hav word to say i m been scared to buy samsung s cellphone nowi m sorry to say samsung,not hppy,2nd day my handset dead it s not working i don t hav word to say i m been scared to buy samsung s cellphone nowi m sorry to say samsung,"['not', 'hppy']","['2nd', 'day', 'my', 'handset', 'dead', 'it', 's', 'not', 'working', 'i', 'don', 't', 'hav', 'word', 'to', 'say', 'i', 'm', 'been', 'scared', 'to', 'buy', 'samsung', 's', 'cellphone', 'nowi', 'm', 'sorry', 'to', 'say', 'samsung']",en,Single,No
Samsung m12 4gb 64gb varient. Poor display quality,Display quality is not good. Samsung s secure not working. Battery is good. Camera is good at this price. No gorilla glass protection. Always on display not available.,2,samsung m12 4gb 64gb varient poor display quality,display quality is not good samsung s secure not working battery is good camera is good at this price no gorilla glass protection always on display not available,samsung m12 4gb 64gb varient poor display quality display quality is not good samsung s secure not working battery is good camera is good at this price no gorilla glass protection always on display not available,samsung m12 4gb 64gb varient poor display quality,display quality is not good samsung s secure not working battery is good camera is good at this price no gorilla glass protection always on display not available,"['samsung', 'm12', '4gb', '64gb', 'varient', 'poor', 'display', 'quality']","['display', 'quality', 'is', 'not', 'good', 'samsung', 's', 'secure', 'not', 'working', 'battery', 'is', 'good', 'camera', 'is', 'good', 'at', 'this', 'price', 'no', 'gorilla', 'glass', 'protection', 'always', 'on', 'display', 'not', 'available']",en,Single,No
Awesome mobile with this cost.,Like. Awesome mobile with this cost.,5,awesome mobile with this cost,like awesome mobile with this cost,awesome mobile with this cost like awesome mobile with this cost,awesome mobile with this cost,like awesome mobile with this cost,"['awesome', 'mobile', 'with', 'this', 'cost']","['like', 'awesome', 'mobile', 'with', 'this', 'cost']",en,Single,No
Worst mobile,"The phone started lagging just after 1 month. I don't have too much apps and I never installed high ram consuming games like PUBG, FreeFire etc. still the performance is very poor.I am unable to pick the calls, the screen freezes.Pathetic.........",1,worst mobile,the phone started lagging just after 1 month i don t have too much apps and i never installed high ram consuming games like pubg freefire etc still the performance is very poor i am unable to pick the calls the screen freezes pathetic,worst mobile the phone started lagging just after 1 month i don t have too much apps and i never installed high ram consuming games like pubg freefire etc still the performance is very poor i am unable to pick the calls the screen freezes pathetic,worst mobile,the phone started lagging just after 1 month i don t have too much apps and i never installed high ram consuming games like pubg freefire etc still the performance is very poor i am unable to pick the calls the screen freezes pathetic,"['worst', 'mobile']","['the', 'phone', 'started', 'lagging', 'just', 'after', '1', 'month', 'i', 'don', 't', 'have', 'too', 'much', 'apps', 'and', 'i', 'never', 'installed', 'high', 'ram', 'consuming', 'games', 'like', 'pubg', 'freefire', 'etc', 'still', 'the', 'performance', 'is', 'very', 'poor', 'i', 'am', 'unable', 'to', 'pick', 'the', 'calls', 'the', 'screen', 'freezes', 'pathetic']",en,Single,No
Nice phone,Nice phone to buy with loaded features. But Battery is 6000mah but seems it's gets exhaust in a day and phone width is bit wide. Other all features are good and work fast like finger and face unlock.,5,nice phone,nice phone to buy with loaded features but battery is 6000mah but seems it s gets exhaust in a day and phone width is bit wide other all features are good and work fast like finger and face unlock,nice phone nice phone to buy with loaded features but battery is 6000mah but seems it s gets exhaust in a day and phone width is bit wide other all features are good and work fast like finger and face unlock,nice phone,nice phone to buy with loaded features but battery is 6000mah but seems it s gets exhaust in a day and phone width is bit wide other all features are good and work fast like finger and face unlock,"['nice', 'phone']","['nice', 'phone', 'to', 'buy', 'with', 'loaded', 'features', 'but', 'battery', 'is', '6000mah', 'but', 'seems', 'it', 's', 'gets', 'exhaust', 'in', 'a', 'day', 'and', 'phone', 'width', 'is', 'bit', 'wide', 'other', 'all', 'features', 'are', 'good', 'and', 'work', 'fast', 'like', 'finger', 'and', 'face', 'unlock']",en,Single,No
Good product for price range...battery back camera display good...but heavy due to large battery,Product is good for price range. Battery backup is good. Battery running up to 1.5 days with moderate use. But phone is having good amount of weight because of large Battery. Camera is satisfactory.  Display is good. Finger sensor good.,5,good product for price range battery back camera display good but heavy due to large battery,product is good for price range battery backup is good battery running up to 1 5 days with moderate use but phone is having good amount of weight because of large battery camera is satisfactory display is good finger sensor good,good product for price range battery back camera display good but heavy due to large battery product is good for price range battery backup is good battery running up to 1 5 days with moderate use but phone is having good amount of weight because of large battery camera is satisfactory display is good finger sensor good,good product for price range battery back camera display good but heavy due to large battery,product is good for price range battery backup is good battery running up to 1 5 days with moderate use but phone is having good amount of weight because of large battery camera is satisfactory display is good finger sensor good,"['good', 'product', 'for', 'price', 'range', 'battery', 'back', 'camera', 'display', 'good', 'but', 'heavy', 'due', 'to', 'large', 'battery']","['product', 'is', 'good', 'for', 'price', 'range', 'battery', 'backup', 'is', 'good', 'battery', 'running', 'up', 'to', '1', '5', 'days', 'with', 'moderate', 'use', 'but', 'phone', 'is', 'having', 'good', 'amount', 'of', 'weight', 'because', 'of', 'large', 'battery', 'camera', 'is', 'satisfactory', 'display', 'is', 'good', 'finger', 'sensor', 'good']",en,Single,No
"Over all phone features are good, except call volume which is is necessary","Almost all features are good, but call volume is very low, this is really necessary, hope samsung will fix this in next upcoming versions.",3,over all phone features are good except call volume which is is necessary,almost all features are good but call volume is very low this is really necessary hope samsung will fix this in next upcoming versions,over all phone features are good except call volume which is is necessary almost all features are good but call volume is very low this is really necessary hope samsung will fix this in next upcoming versions,over all phone features are good except call volume which is is necessary,almost all features are good but call volume is very low this is really necessary hope samsung will fix this in next upcoming versions,"['over', 'all', 'phone', 'features', 'are', 'good', 'except', 'call', 'volume', 'which', 'is', 'is', 'necessary']","['almost', 'all', 'features', 'are', 'good', 'but', 'call', 'volume', 'is', 'very', 'low', 'this', 'is', 'really', 'necessary', 'hope', 'samsung', 'will', 'fix', 'this', 'in', 'next', 'upcoming', 'versions']",en,Single,No
sab achchaa nahi hai#nanacansay,"this one works well at this price point instead of its camera, camera is like we are using a 3-4k range cam, worst picture quality.. bhai thoda bahut toh awkat mein rakho isko..MI 1s aaya tha MI Ka 1st phone 6000 mein uska front cam bhi iske back cam se achcha tha",3,sab achchaa nahi hai nanacansay,this one works well at this price point instead of its camera camera is like we are using a 3 4k range cam worst picture quality bhai thoda bahut toh awkat mein rakho isko mi 1s aaya tha mi ka 1st phone 6000 mein uska front cam bhi iske back cam se achcha tha,sab achchaa nahi hai nanacansay this one works well at this price point instead of its camera camera is like we are using a 3 4k range cam worst picture quality bhai thoda bahut toh awkat mein rakho isko mi 1s aaya tha mi ka 1st phone 6000 mein uska front cam bhi iske back cam se achcha tha,sab achchaa nahi hai nanacansay,this one works well at this price point instead of its camera camera is like we are using a 3 4k range cam worst picture quality bhai thoda bahut toh awkat mein rakho isko mi 1s aaya tha mi ka 1st phone 6000 mein uska front cam bhi iske back cam se achcha tha,"['sab', 'achchaa', 'nahi', 'hai', 'nanacansay']","['this', 'one', 'works', 'well', 'at', 'this', 'price', 'point', 'instead', 'of', 'its', 'camera', 'camera', 'is', 'like', 'we', 'are', 'using', 'a', '3', '4k', 'range', 'cam', 'worst', 'picture', 'quality', 'bhai', 'thoda', 'bahut', 'toh', 'awkat', 'mein', 'rakho', 'isko', 'mi', '1s', 'aaya', 'tha', 'mi', 'ka', '1st', 'phone', '6000', 'mein', 'uska', 'front', 'cam', 'bhi', 'iske', 'back', 'cam', 'se', 'achcha', 'tha']",en,Single,Yes
If u want samsung then buy otherwise avoid this phone,"Pros - big battery, big display,Cons- no net speed meter, no 3 finger screenshot, not clean uv many useless samsung app u dont uninstall it, if u using screen guard n back cover your phone is like power bank thickness, if u want camera then this phone is not for u",2,if u want samsung then buy otherwise avoid this phone,pros big battery big display cons no net speed meter no 3 finger screenshot not clean uv many useless samsung app u dont uninstall it if u using screen guard n back cover your phone is like power bank thickness if u want camera then this phone is not for u,if u want samsung then buy otherwise avoid this phone pros big battery big display cons no net speed meter no 3 finger screenshot not clean uv many useless samsung app u dont uninstall it if u using screen guard n back cover your phone is like power bank thickness if u want camera then this phone is not for u,if u want samsung then buy otherwise avoid this phone,pros big battery big display cons no net speed meter no 3 finger screenshot not clean uv many useless samsung app u dont uninstall it if u using screen guard n back cover your phone is like power bank thickness if u want camera then this phone is not for u,"['if', 'u', 'want', 'samsung', 'then', 'buy', 'otherwise', 'avoid', 'this', 'phone']","['pros', 'big', 'battery', 'big', 'display', 'cons', 'no', 'net', 'speed', 'meter', 'no', '3', 'finger', 'screenshot', 'not', 'clean', 'uv', 'many', 'useless', 'samsung', 'app', 'u', 'dont', 'uninstall', 'it', 'if', 'u', 'using', 'screen', 'guard', 'n', 'back', 'cover', 'your', 'phone', 'is', 'like', 'power', 'bank', 'thickness', 'if', 'u', 'want', 'camera', 'then', 'this', 'phone', 'is', 'not', 'for', 'u']",en,Single,No
